0,0,14269.25,242910.375,17900.375,3940.625,573998.625,0
0,0,16080.25,240395.625,16090.4375,3294.75,573254.0625,0
0,0,14253.5,250158.6875,17759.0625,3046.5,575642.4375,0
0,0,15745.5,243801.5,15481,4631.25,574585.625,0
0,0,14272.875,242361.125,16098.6875,3000.375,579418,0
0,0,14273.25,244249.5,17296.125,2892,572205.1875,0
0,0,16064.75,245916.625,15366,2815.5,576547.875,0
0,0,13903.5,245772.3125,15881.25,0,572444.8125,0
0,0,11679.5,241434.125,15979,0,575164.0625,0
0,0,13205.125,248596.625,14402.125,1575,572734.6875,0
0,0,14277.875,221439.875,4237.5,0,505209.4375,0
